18,325291
15,270081
22,455431
26,913896
27,772404
24,798371
21,408381
4,163138
3,88304
4,198215
2,3253
1,2051
4,50141
1,60623
5,90037
2,7289
4,157180
2,3828
2,64956
2,70707
5,123294
2,11396
5,159249
1,20999
1,1305
4,197677
2,4780
2,32805
5,65255
4,19100
5,116810
3,68418
3,71313
4,13424
2,13540
5,164105
5,59250
2,14840
3,13903
3,166293
4,197215
4,130838
3,66386
3,12619
2,69549
5,17891
1,10303
1,16713
3,6766
3,10273
4,91419
1,697
4,133845
2,60971
4,155341
5,114528
1,2797
2,6424
2,118433
5,182075
2,105538
1,18202
4,82779
4,68004
2,22508
1,718
4,73669
11,591856
7,123149
10,105420
9,183587
6,43329
16,352815
18,607204
17,309750
20,361214
12,268574
18,502210
11,166954
18,432106
11,429458
6,180637
16,503942
8,229888
19,393929
15,269205
15,738566
19,437902
7,184992
9,202844
7,259223
14,393001
19,431427
20,565147
20,395374
12,566256
18,284882
16,309223
22,413055
24,934147
30,752491
23,483204
28,786190
23,789842
26,641778
30,1102136
26,700363
23,471409
3,10175
2,4858
4,32725
5,12104
1,6337
3,38545
1,3913
2,37429
4,20758
4,30436
1,3828
5,24817
3,10380
3,5980
2,8210
2,6599
2,3701
4,17289
2,3644
5,17443
5,50805
4,19393
1,5395
5,19995
5,27073
4,6888
2,7791
4,16419
4,10568
4,12535
3,13956
3,15710
1,5014
4,27535
5,19983
4,11162
1,3132
17,94368
7,30663
16,80829
8,43807
7,35987
14,71743
11,30275
11,32222
10,67514
9,60845
12,55252
9,43010
19,72444
20,89138
17,76392
9,30550
6,40611
18,68129
6,35548
25,116702
27,92598
22,101725
26,120321
28,110741
22,92097
4,12852
1,47262
3,90713
3,136838
2,108775
2,50306
1,2898
1,932
1,4297
4,285740
1,108791
1,91332
2,8023
5,250949
4,222916
5,254286
4,255588
1,1172
2,121682
3,212558
5,414214
3,243441
7,274326
19,1129147
6,486862
17,897885
14,838090
8,212134
14,719097
12,710730
11,439942
11,517638
8,320990
8,183304
29,1375135
22,922465
25,1086640
5,81889
1,2235
5,20984
5,89160
1,10908
1,1489
2,51075
5,58260
3,117298
2,1066
5,39774
2,62598
2,20475
4,25654
5,45437
3,52162
1,3318
1,2610
1,24570
5,198975
2,11736
3,39132
2,49966
2,16532
4,19297
1,7458
4,53951
5,59990
2,19072
1,25643
9,212938
9,104870
11,185186
16,202067
17,298588
10,325030
8,124804
17,566991
6,106108
10,271415
15,391735
15,161447
17,323800
11,379639
17,409665
9,151042
26,424697
29,367372
22,329591
27,781033
27,640832
3,62095
4,187804
4,148272
3,179522
2,33465
5,233565
4,66256
1,13666
4,194394
2,69990
1,10439
1,1862
2,85816
2,61342
4,93019
1,12492
1,11001
4,111985
3,61661
4,72097
2,107755
2,205419
4,89121
2,105057
3,127301
4,152416
5,293300
2,96160
3,66054
2,85488
1,7513
3,108136
2,138239
4,326982
4,80288
5,119524
2,269082
1,61717
1,94421
5,163403
4,254001
1,3969
1,3543
2,90400
5,156046
3,223468
5,219181
3,103475
5,146254
3,243822
4,221813
1,45200
5,262191
5,110506
3,218521
2,58644
3,24995
1,40460
1,113254
5,197236
4,48848
5,424985
3,83797
3,115978
5,275387
1,8899
1,62086
3,127376
5,86780
2,72527
5,130408
2,68035
1,28895
2,53325
1,11001
4,225472
2,110274
3,227225
4,156098
2,57878
5,90559
2,60594
4,97770
4,174316
2,18614
1,45897
3,109541
5,246223
1,66190
3,124535
4,124488
3,75216
5,303473
5,132209
5,384480
2,71973
2,61345
5,160914
5,98763
4,227842
5,128951
2,74237
2,12679
2,68090
1,71789
2,10996
2,46890
4,221927
1,2496
2,104542
1,67501
5,217424
4,154887
3,154936
1,90400
3,194486
2,92262
5,221532
5,399417
2,68285
3,300186
5,99818
5,121078
5,285507
2,105237
5,249743
1,45200
2,163470
3,15798
2,111201
2,73095
4,182801
3,188881
3,56800
3,77545
5,217975
1,3926
2,99174
1,146149
3,131826
5,250735
1,6339
2,63728
2,107473
5,321908
5,228641
4,139337
1,18018
1,11802
1,2312
17,713090
7,317711
15,394128
9,442280
7,339459
7,180136
6,96219
10,667506
8,398531
7,284707
8,398970
19,882282
19,868630
6,479657
10,428480
7,420335
15,655400
15,827026
10,311076
13,421974
15,926336
8,308723
15,672209
15,485447
13,717055
12,452213
18,766610
20,1444719
11,523495
16,705545
15,669483
17,868354
7,248516
12,613134
9,394734
7,350543
14,569984
10,237106
10,849828
8,214141
9,601639
7,409060
18,816232
18,719640
11,266657
8,269035
20,586697
17,976013
11,556958
15,673414
17,858823
8,577606
19,856620
17,655822
8,65444
8,479190
9,309381
14,556728
6,193026
12,546624
17,735860
15,874307
12,747061
15,494211
20,554469
18,728277
15,533400
9,332870
11,318792
12,654457
8,201588
18,1024675
6,240377
14,632139
11,600720
21,919179
23,1038469
27,1285995
27,1035290
28,1365241
23,1036862
29,1473258
23,1035585
29,1063923
24,1265683
25,929769
24,615124
21,1061925
27,1265190
24,931332
24,622923
29,1468558
25,958605
22,1089733
26,1156432
24,1118028
27,1118474
26,1171184
25,1209806
29,1511943
5,236537
5,391713
3,106208
4,145165
4,290064
2,182384
5,283326
3,180042
4,334818
4,199591
5,397048
5,408783
1,30576
2,113786
2,37710
5,240583
3,148910
2,102868
1,162475
3,4475
3,133383
4,142939
3,329004
2,210623
2,80266
4,188470
2,239880
1,5517
5,397958
3,51391
2,184797
5,457460
4,163633
3,122872
1,8017
1,5407
5,417609
1,45200
2,126408
3,104497
1,10814
2,50234
2,97203
1,67868
3,123047
3,209466
1,124441
4,312242
3,125837
1,40460
3,122045
2,70402
2,151749
5,429073
2,180303
5,298581
3,50156
3,279428
5,379771
3,138031
5,329055
4,167461
1,100949
1,11001
3,167890
2,105451
2,66839
2,155545
1,8313
2,100492
5,475894
5,242230
4,385113
2,31370
5,167589
10,710405
20,1476025
17,1270772
6,246777
18,788712
16,792573
19,1107271
12,787899
16,1042824
14,898489
17,1222205
10,780418
15,1078723
14,968034
16,1017602
20,1212440
7,356971
6,278043
14,867575
7,362136
17,1151492
13,993628
20,1056396
20,1066933
18,1013090
6,286385
10,776384
15,1346326
20,1436775
19,1559133
20,1442125
10,639899
9,765722
14,941242
7,270330
10,700512
18,1210498
13,857257
29,1650064
24,1725076
28,1966344
24,1350985
23,1350426
26,1894071
25,1857707
29,2211061
27,2023498
25,1722778
28,1956285
24,1451767
5,307132
2,22094
2,155715
4,160710
5,294084
4,274123
3,113132
5,94517
1,45200
5,341626
3,88549
1,48406
5,296765
3,165729
5,379135
3,225951
3,60928
3,106784
3,231795
1,110752
3,167478
4,331054
4,476610
3,8107
2,184062
1,50662
2,55844
3,204073
5,141004
3,205940
2,80894
5,256535
2,144970
5,163821
3,259347
2,58128
2,217356
15,588208
19,1545762
16,520162
10,521800
11,754500
13,722365
13,823598
17,993513
11,606745
15,631107
8,477671
18,865715
12,530036
18,948772
13,747281
13,788190
14,646776
11,489220
16,660567
23,1486124
29,1509029
28,1422442
26,1711695
21,932856
21,995208
1,5407
5,238662
5,252764
2,63252
4,150067
2,207143
3,167823
5,333848
3,121954
1,11001
3,176655
5,257339
3,31635
5,99979
3,138960
2,24122
4,166079
3,108797
2,61421
2,155791
2,51460
1,50717
1,11001
3,31993
2,24239
4,140907
4,112318
4,181666
4,167994
2,120046
2,39634
4,143194
2,113697
4,136252
2,145988
5,121714
3,87445
4,158087
5,206371
2,15546
3,248642
1,7458
4,218055
4,156430
2,60162
1,146149
1,12679
1,111763
4,65709
5,39973
1,11001
3,108396
1,9136
3,155371
1,45200
4,117310
2,59883
3,52057
3,124733
5,317976
1,45200
4,395579
4,144778
3,89762
1,8204
4,157522
2,155267
3,54842
1,5407
4,27320
4,340718
4,33934
1,15475
4,112298
1,6199
18,800248
19,930465
20,712104
8,473067
10,436440
14,492747
8,182341
14,267542
10,278212
19,674296
20,733190
18,760757
14,710628
7,235489
16,708173
20,1206752
6,135931
10,376069
18,871646
20,992711
12,494368
14,475819
15,469018
13,862371
20,1056870
15,836270
15,744037
9,498588
14,480794
11,362450
6,196515
8,217817
13,426116
7,91834
10,402885
15,597063
11,545190
18,803302
27,1068189
24,1293271
21,754004
23,653008
26,1084524
28,1283308
29,1441365
26,869957
22,859250
21,1000467
27,1337220
27,1156634
2,66588
4,106068
2,98822
1,17412
2,23864
5,155294
3,90322
2,161144
2,62808
4,86654
5,247447
1,65636
5,199602
5,148087
3,215221
2,168000
5,254160
3,9846
4,229221
5,234053
2,24764
4,163920
3,209767
5,287455
5,282388
1,60535
1,45200
5,201943
2,140262
3,134791
2,123247
1,51274
3,184716
2,13041
5,146476
1,62461
1,99828
12,446003
13,448419
17,636755
10,305546
7,368716
8,216989
18,397927
8,341062
19,782700
9,305995
15,593683
16,352542
13,459935
19,912988
19,1037875
17,716609
18,584475
12,481302
11,484170
26,1134307
30,1457264
26,907665
24,605175
24,906294
23,784213
4,107655
4,76039
1,15324
4,19296
1,13916
1,22379
1,5010
4,30278
3,10988
5,42188
3,89455
1,41934
3,81925
5,52917
3,22516
3,12756
3,88556
1,7150
3,23965
1,68054
1,2511
3,50372
4,158480
5,50033
2,94667
3,186857
4,28481
2,10991
1,1257
3,96511
3,31635
5,134842
5,96328
3,30360
4,119415
5,94093
1,1205
2,80214
1,3271
3,73611
5,135814
4,115946
1,11371
5,99603
4,151294
3,5923
3,64389
3,11846
1,69077
5,129825
2,8480
1,746
5,33032
2,31144
5,30142
2,8164
5,110348
1,4602
1,42217
4,73513
2,33304
3,73154
3,23720
3,75597
5,199998
2,9476
4,32561
4,42936
4,25677
2,61605
1,13471
3,72188
1,130
1,16731
5,101373
3,91170
3,73094
2,14513
5,55729
5,109062
1,45827
5,19372
1,27779
2,19879
2,27428
5,64385
2,7530
5,45420
5,53155
1,63766
1,1894
2,36395
5,87664
5,165276
1,3915
3,14092
1,40460
3,135587
2,53986
3,17722
5,35206
3,10780
3,25442
1,21584
4,77602
2,1743
4,79278
1,1862
2,167704
2,29445
1,1492
4,88306
3,77564
3,66532
3,156154
1,30707
2,9482
2,50696
2,20898
5,39357
4,90837
3,13959
1,13471
4,10418
3,66662
1,251
2,6337
3,16627
4,113188
2,60545
4,13243
1,1489
3,84518
4,39752
5,21159
2,6154
2,93036
1,681
2,77964
4,91549
3,37137
1,40998
4,130806
4,104823
1,5763
4,48255
2,102951
5,97967
2,5061
1,22379
14,251442
20,340193
19,436885
18,387543
8,77659
17,261627
8,304592
17,332823
6,207645
11,92001
17,297422
8,148445
16,305664
19,480689
12,277291
14,421839
20,261663
8,55965
15,189056
16,228782
14,203903
20,393474
13,341740
13,354847
13,302015
18,319505
17,442708
14,124336
19,364180
12,363636
17,359560
20,455951
17,212062
16,283282
17,180968
14,225936
7,140093
7,118466
7,148589
18,363810
13,195888
10,119900
14,76089
8,127378
7,126701
8,39723
16,445748
6,219395
8,106739
8,90833
6,150888
6,49316
11,94059
18,299951
8,231241
14,298287
16,282381
6,106316
17,680867
11,192997
11,211865
20,372601
14,73586
14,512757
15,238812
19,209504
16,261080
6,55021
10,68845
12,270214
11,229534
6,153110
16,189992
13,273044
10,256502
27,538572
23,336765
29,608361
21,366522
24,532773
26,584279
30,478886
25,470911
27,452136
26,491775
24,681325
25,531546
23,567854
30,370984
24,661989
22,278765
28,556146
26,459615
22,539412
21,182340
21,414221
28,708473
25,225332
24,450575
27,532195
2,112506
3,69818
3,31829
1,68093
4,239000
3,160502
2,90400
3,126218
1,71789
4,121537
4,211076
1,47437
5,300152
4,256519
1,1492
4,188472
1,54494
3,60000
4,208363
1,50791
2,166055
4,164984
4,123657
4,203865
2,46825
1,25507
4,94538
4,269894
4,133224
5,396227
2,65255
4,201566
2,59929
2,22527
2,74575
4,273466
3,238184
2,29106
1,1475
5,301378
1,2797
4,127819
5,194630
1,71755
2,68806
2,102105
2,73064
3,74206
4,125987
1,77716
4,253738
1,10088
4,81441
2,104847
3,178101
5,209681
2,185389
3,16580
5,264015
5,371427
2,185980
1,24461
5,133531
5,412737
2,72070
4,303320
4,138085
2,102433
5,83447
4,114600
5,140221
3,246404
2,118848
3,195456
1,55187
20,810079
8,348834
14,575779
14,584539
10,474838
9,278547
7,314644
17,909236
20,628391
7,268603
10,656273
14,871366
7,118298
13,342424
19,1552624
18,808386
12,564328
19,665326
16,963657
8,483604
20,876397
11,408678
15,739551
13,697336
18,934710
10,414934
14,634726
16,680412
11,376492
6,222578
20,871286
19,1011313
9,493687
6,335278
17,972070
12,311341
11,859344
20,1375130
24,1224670
25,925085
21,1055109
30,1300685
26,1598479
28,1129971
30,1582102
23,1252967
22,872048
30,1996592
28,1597039
21,710225
1,10672
3,68417
2,64199
2,113281
3,162772
3,15296
3,61501
1,1130
4,168272
5,93515
4,233523
4,156802
4,18735
3,11648
3,60812
5,180022
4,19944
5,79053
4,175086
2,19333
1,2422
4,58839
2,55182
1,5517
5,77560
2,8567
3,162033
4,53710
4,75851
3,2994
5,275846
5,76933
3,16174
5,17033
3,101399
4,71271
5,254039
17,395381
8,170202
7,128924
8,93223
6,32841
6,188267
8,70690
15,306330
13,178172
15,268522
9,197385
15,646913
6,188952
8,28354
16,374125
17,416170
7,193802
10,311978
16,279876
27,669373
25,376050
27,730016
23,700997
24,510442
28,944056
1,3167
5,18933
2,55415
4,66173
3,13464
5,105257
4,90536
1,2610
4,24659
1,17852
1,8048
1,5789
5,73569
1,55909
3,113901
5,99984
4,77844
1,28617
3,108261
4,73301
4,5062
4,183210
3,47786
2,23646
3,97726
2,20671
4,36740
3,113502
1,2797
1,45200
2,79487
2,23234
1,10068
3,70845
3,51504
3,94307
5,19848
4,89266
3,29519
3,4450
4,118040
3,61460
5,6226
2,6521
1,2379
1,3350
2,13849
4,94911
4,194656
3,11701
2,1334
3,27207
3,81982
1,7269
3,36189
3,110901
3,163923
5,136359
1,94975
3,23113
1,19905
2,7311
3,111001
1,14402
4,18728
4,74861
3,40976
3,30289
2,69993
1,2098
1,62645
5,188922
3,54899
1,52535
4,35561
3,36512
2,49228
2,15412
2,72795
3,15910
1,45520
3,10188
4,37996
2,11929
4,16664
4,17582
3,119085
1,22999
3,188193
3,71400
2,18325
1,2237
3,51501
2,13495
4,123360
2,60592
4,71486
1,538
5,107990
5,165261
1,1062
5,125462
2,5705
3,20430
3,38634
4,176607
1,7397
2,54722
2,7648
2,8390
3,24104
5,21139
7,173399
14,310700
15,266021
19,501838
14,191872
12,262894
6,179005
11,167543
14,121726
14,240626
10,235786
17,375118
15,316095
18,207757
11,470455
6,145625
9,237930
13,299909
11,286752
11,222546
15,232471
14,388369
11,60433
16,354464
14,445479
14,202008
20,357661
15,235236
18,423822
16,296506
19,596163
12,294586
14,318989
14,89310
9,219623
20,424751
10,399598
6,67008
17,442949
18,318895
7,78529
16,390129
14,274056
13,502466
7,113049
16,177706
12,253173
10,205212
17,465292
10,202822
7,96873
9,135149
12,284270
16,310526
14,362950
11,190770
14,257735
23,395866
21,312722
3,242708
5,360178
5,177935
3,281696
4,284588
4,54016
3,120655
1,15475
4,244782
1,1210
2,96875
2,142448
3,183937
2,107012
1,14357
1,45200
2,14653
3,190359
3,271743
4,176333
4,173442
3,83317
3,239372
4,313122
2,177148
1,152861
4,257031
2,170271
4,390838
5,243230
1,25700
2,104037
1,45200
4,269410
5,320275
3,278004
5,237075
1,56500
3,99201
5,239522
5,434276
10,638409
11,749478
11,828665
8,674646
16,699481
16,904136
12,699542
9,505735
18,976387
9,426935
6,465986
20,1152760
17,967989
19,1103346
7,478620
17,883717
13,870807
7,273596
20,1575716
19,1276474
20,1451104
21,1276720
21,1429035
28,1699698
25,1517678
27,1735721
30,2037019
3,355549
3,138975
2,336798
5,227366
1,60558
3,208919
3,297995
3,61991
5,178533
2,204186
3,125940
3,207859
2,152283
5,294671
1,46290
5,178802
5,284175
3,251694
5,109807
3,86480
5,170565
3,155400
4,317966
5,276069
2,66385
3,18168
5,193948
5,187090
2,164415
3,58893
5,430432
4,292918
5,138268
3,239900
5,288223
3,232734
5,429526
4,192564
1,51293
5,275292
4,327818
15,792711
8,205769
17,867874
8,270768
13,828476
6,272993
16,685905
18,987911
10,387682
11,561954
13,594121
14,931661
12,782545
11,578443
6,518952
9,633772
8,428268
11,736730
8,599829
11,810802
15,807446
23,1336223
21,1280542
21,1345582
26,1356170
23,1057673
21,1322347
4,293903
1,19493
4,250381
4,186527
5,142901
4,74100
4,272136
5,295845
5,244357
4,148269
4,182900
1,8390
1,85985
3,68834
3,98878
4,198175
1,2051
1,13471
4,181490
5,275543
1,12303
1,59458
5,112036
1,69625
3,18820
1,28525
2,28649
3,95090
5,193031
2,226000
4,217263
3,124059
4,102326
1,99189
3,245072
1,71294
1,13752
4,215443
5,130231
1,13611
4,104995
16,685344
20,951294
12,302826
7,220126
12,473509
17,779375
20,737778
12,295792
10,509562
18,951756
17,718765
16,597802
18,491285
20,710276
12,501524
6,152961
15,670929
19,869884
8,148288
13,539926
18,532966
28,1073457
24,1120553
23,991635
30,731156
30,1703111
22,691567
5,240831
1,14352
3,160037
3,72731
4,83154
4,207257
2,59976
3,59983
3,162472
2,178816
5,369203
4,275479
2,33027
2,56573
2,65896
3,51749
2,57189
2,95328
4,181314
3,129611
1,18809
3,176935
5,210372
1,51517
4,97687
2,29298
3,105090
3,104453
2,69120
4,25693
3,81229
1,45200
1,102025
1,47700
1,149
3,218785
2,56492
4,169043
4,172706
5,102870
3,167803
7,155079
14,491520
10,310994
18,550220
19,764947
17,817806
13,221481
11,492193
20,845966
6,138826
12,440815
14,394737
12,411958
18,574328
20,502334
19,473345
8,250875
20,666528
13,401283
11,501069
16,722558
21,812099
25,1052084
25,1180363
29,1199503
24,840938
22,347997
5,227970
2,29664
1,10066
2,52018
4,89768
5,178196
1,11001
4,66777
3,48489
1,105739
5,286537
1,4727
5,126723
3,207655
4,134719
2,7992
1,38
3,124985
1,4661
5,216990
3,223972
1,14204
4,101699
2,138536
4,51595
4,89243
5,135756
3,59659
4,187976
4,237002
5,171037
1,38087
3,8571
1,16458
1,57932
4,122872
2,103373
5,298929
3,153824
1,9320
1,5407
5,118262
5,77114
1,9393
2,5051
5,320287
2,27871
2,102052
4,79260
4,247518
4,193814
1,53217
2,54392
1,101349
2,5370
5,209103
2,83297
2,24785
5,319702
2,58030
3,38510
3,28333
3,29335
4,174830
5,137802
2,68558
3,77657
2,59971
2,54982
2,48022
5,136974
4,76260
3,149852
1,57291
4,181019
2,103701
4,119956
1,73766
5,217483
4,190509
5,80890
4,177082
1,3538
3,166770
1,105686
5,188926
3,143310
4,79300
2,51164
1,12040
1,22093
4,175511
1,21008
5,144319
2,96652
3,11642
1,8839
1,53331
2,61187
2,86022
2,3292
2,144995
5,234410
4,163673
2,36475
3,63770
4,57202
2,70693
5,197482
2,22782
3,155179
2,188885
2,89249
4,64019
3,138972
1,48563
2,109311
2,88970
5,167072
3,42116
3,89636
3,198295
4,125956
1,56538
3,15914
1,35462
1,56117
5,44939
3,90285
2,66916
3,65628
4,223439
4,165518
2,124300
1,8555
2,127501
2,91403
1,28334
3,120833
3,144307
1,10491
4,75157
3,97678
4,4861
4,136364
5,80414
3,112987
4,199086
3,123311
2,125517
1,82345
4,43951
2,6487
3,138038
1,945
3,106018
1,73234
4,306025
1,79428
3,79249
1,2450
3,162131
1,10066
3,58675
1,57944
4,294313
5,174370
3,114908
1,46053
2,78828
2,52237
5,291674
4,64508
5,178584
2,64639
4,101470
4,50685
4,128816
2,41951
3,94816
2,72361
3,67304
2,137727
1,945
1,100203
2,110746
1,56201
3,160367
2,95807
5,156993
2,10133
1,45678
1,13509
5,170838
2,6299
5,215316
5,69384
1,62461
2,2275
1,27536
5,211384
5,213556
4,110827
5,92917
2,11885
1,5610
15,466261
16,736349
18,676367
13,553738
11,493290
20,705009
16,447122
9,474187
14,516399
19,583623
18,472505
16,413354
16,782404
16,603887
15,510487
19,685505
15,765435
15,570029
19,418715
18,384494
8,562463
14,449355
6,215658
13,425447
11,426586
10,181700
10,372610
7,183160
8,325838
8,267488
20,730442
7,180943
20,1062816
15,598195
7,250609
11,320022
16,603185
13,419171
7,316250
17,570828
10,492372
15,574175
18,583048
13,474341
20,805977
16,551450
9,145278
19,666309
9,466749
18,569272
9,316501
19,722722
18,552873
18,456643
8,257575
20,592741
19,784414
10,317768
18,536456
9,422528
16,443811
7,339156
16,515543
9,306767
12,491914
12,588713
16,602913
20,802275
9,223444
6,54367
13,529526
10,382285
16,537881
18,503467
20,609025
15,504623
15,442796
10,348695
12,363430
9,345389
18,919699
20,1074336
13,503312
11,511659
14,409901
16,785866
16,693802
13,270051
18,606980
20,764544
7,251784
9,389679
15,399441
14,697143
12,374665
10,381167
12,349546
7,245734
20,647732
13,226057
13,447712
8,460628
18,673499
17,345432
24,894508
21,918685
23,681722
24,1024652
27,704263
25,1239326
25,829274
28,690768
30,1060603
21,912097
25,821427
26,783659
22,1001809
26,791805
27,859202
25,553995
21,588769
27,872471
28,1017726
24,832104
21,708902
29,1036572
25,867877
24,630867
30,891788
26,1125382
21,678940
23,613387
30,1272835
26,1048842
24,543866
23,766091
28,1139248
23,837593
4,170240
1,69546
2,46836
4,123277
5,246845
5,273193
1,5407
3,31465
5,116288
4,164159
1,838
2,107244
4,179483
3,124690
5,23782
3,31233
5,22116
5,110736
4,69110
4,216896
1,6899
4,81009
4,177834
5,41258
2,63665
2,31510
5,122799
3,78806
4,20138
2,34864
2,50707
5,32179
3,129396
3,165563
5,113946
1,32850
3,37351
4,81874
1,21536
5,125526
4,6241
2,28178
2,13285
2,24555
4,131903
5,60798
4,15474
2,5475
4,89839
2,66183
5,27351
1,3337
2,26361
4,78156
2,4170
4,131246
4,90245
5,81346
3,130776
5,48674
1,2973
3,35779
4,37640
5,67303
2,4227
2,35681
4,111168
5,76844
5,103525
2,129946
2,5155
4,127467
2,14895
1,25260
3,39108
1,5852
4,27357
5,88624
1,8400
1,186
2,5587
5,109742
2,112050
1,24048
3,6376
5,92355
4,70806
1,72383
2,47353
3,17718
1,2513
3,14356
4,130249
1,5214
4,70664
3,95057
2,48139
5,40336
1,4845
1,51814
1,4102
2,22644
3,48435
5,173135
4,29968
2,52197
4,231627
5,33339
2,90799
5,211312
4,83472
2,88098
4,88049
1,48624
4,107039
4,121971
4,82782
1,75135
3,121845
3,42385
3,3282
2,13142
3,11604
5,59061
5,103267
1,565
2,54041
3,9966
2,148308
4,17437
3,6153
5,15665
5,126319
5,100660
5,16884
2,60789
2,51800
1,11187
5,190905
3,101994
5,56411
1,2983
2,50109
4,125225
5,128428
4,105446
3,49035
3,66416
5,65410
5,58066
4,147695
5,122677
4,175248
1,565
5,43993
3,10254
1,75974
5,226265
5,38111
4,66544
3,50361
1,21480
4,84550
1,68806
3,39481
5,350394
4,76159
4,70447
3,132331
4,213964
3,57320
2,17386
1,10066
1,3767
1,51255
1,186
1,5640
4,73488
5,62186
2,85685
1,1809
5,56695
5,162605
2,2239
4,100397
2,66963
5,39805
4,71769
5,34423
3,41297
5,128900
2,79803
4,43287
4,84482
2,70161
2,70845
3,57414
4,258636
4,68507
5,87060
3,101221
4,14724
4,44896
3,26477
3,45918
5,71634
1,5835
5,54814
4,58577
3,148502
5,57463
1,186
4,10393
3,20507
1,3170
5,51240
1,1909
2,71808
5,202421
3,71597
3,119602
4,25624
5,243338
1,555
4,117809
1,3356
5,51004
4,70099
1,4338
1,2049
4,102323
5,170658
2,66345
5,21538
5,171240
2,2610
1,1545
3,94683
3,76115
4,105359
2,154567
4,105778
5,45692
4,60478
3,51487
1,565
3,25960
3,19896
1,108825
1,14914
2,53596
2,56175
4,149565
4,78775
3,140325
3,49782
5,146752
5,228140
2,177089
2,2291
3,53359
1,3543
5,234108
1,60026
3,11576
3,108510
3,154279
5,134916
3,63958
2,12865
2,51458
1,14589
3,49755
4,36152
5,25218
2,3767
1,7831
2,29886
5,103424
4,128291
5,115415
5,96242
1,18989
5,69820
5,25727
1,6530
4,16373
1,56494
1,565
2,29242
1,9880
5,31006
3,125873
5,136703
4,31864
4,11163
5,81262
1,49407
4,132910
5,21634
4,8906
4,65817
4,86058
2,19853
2,73746
4,188664
2,46549
4,174827
1,82033
1,36358
2,8085
1,8405
5,55001
1,45867
1,186
4,25392
2,39465
5,84367
1,2983
4,81343
1,3356
4,65418
1,186
2,39857
2,31056
3,92757
3,32028
2,57482
3,11248
3,52765
20,465213
13,188897
20,464715
13,349180
14,170215
12,473650
17,306390
18,293351
7,59900
15,409418
20,443251
6,134058
19,538088
9,200575
16,417617
6,58210
7,156230
11,299576
6,161854
10,306827
14,275235
14,203202
13,262283
7,173888
8,186176
19,473964
20,217154
10,326407
7,235363
6,152984
11,314086
13,275984
12,198870
14,438465
18,327853
20,605692
19,423117
13,264249
11,230897
6,83693
9,108206
17,269319
20,573756
16,231611
13,370949
10,129435
9,164990
15,364752
15,430239
12,383402
20,551933
14,245689
15,429291
8,280632
14,358637
9,274344
8,88245
17,129653
9,355422
16,385827
18,284797
6,88868
9,127533
17,381537
9,223994
13,181793
19,442568
15,419899
12,535878
13,231330
7,91141
8,150146
11,177570
17,402792
8,137952
13,133692
7,185050
12,251011
18,338106
20,362270
8,26508
20,318799
13,200264
9,166001
9,187887
10,80936
6,122853
18,361419
7,116054
18,268506
20,399371
9,96052
15,278547
11,113215
8,66551
8,183762
14,183598
10,333460
10,350474
